state,response,coverage,education,employmentstatus,gender,location_code,marital_status,policy_type,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size
California,No,Extended,College,Unemployed,F,Suburban,Single,Personal,L1,Offer1,Agent,Two-Door Car,Medsize
California,No,Extended,Bachelor,Other,M,Suburban,Divorced,Corporate,L2,Offer3,Agent,Two-Door Car,Medsize
Arizona,No,Basic,Bachelor,Employed,F,Suburban,Divorced,Personal,L1,Offer4,Agent,Four-Door Car,Medsize
Arizona,No,Extended,High School or Below,Unemployed,F,Suburban,Married,Personal,L2,Offer4,Call Center,Four-Door Car,Small
Oregon,No,Extended,Bachelor,Unemployed,M,Suburban,Single,Corporate,L3,Offer1,Branch,Luxury,Medsize
California,No,Basic,Master,Employed,M,Suburban,Married,Personal,L2,Offer1,Call Center,Four-Door Car,Medsize
Arizona,No,Premium,High School or Below,Other,F,Suburban,Divorced,Personal,L3,Offer3,Web,Two-Door Car,Medsize
Nevada,No,Basic,Bachelor,Employed,F,Suburban,Divorced,Personal,L3,Offer1,Call Center,Two-Door Car,Medsize
Arizona,No,Basic,Doctor,Employed,M,Suburban,Single,Personal,L3,Offer1,Call Center,SUV,Medsize
Washington,Yes,Basic,College,Other,F,Suburban,Divorced,Personal,L3,Offer1,Agent,SUV,Small
Oregon,No,Extended,Bachelor,Employed,M,Urban,Married,Personal,L3,Offer4,Call Center,Four-Door Car,Large
Nevada,Yes,Extended,High School or Below,Other,M,Suburban,Divorced,Personal,L3,Offer2,Agent,SUV,Medsize
Oregon,No,Extended,Bachelor,Employed,F,Urban,Married,Personal,L3,Offer1,Agent,SUV,Medsize
California,No,Basic,Master,Employed,F,Urban,Married,Personal,L3,Offer2,Call Center,Two-Door Car,Small
Washington,No,Extended,Bachelor,Employed,M,Suburban,Married,Personal,L3,Offer3,Branch,Four-Door Car,Medsize
Oregon,No,Basic,Bachelor,Employed,F,Rural,Divorced,Corporate,L3,Offer1,Agent,Four-Door Car,Medsize
California,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Personal,L1,Offer1,Agent,Four-Door Car,Small
California,No,Basic,College,Employed,F,Rural,Married,Personal,L1,Offer1,Web,Four-Door Car,Medsize
Arizona,No,Basic,College,Other,F,Suburban,Divorced,Personal,L2,Offer1,Web,Four-Door Car,Medsize
Arizona,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal,L2,Offer2,Agent,Four-Door Car,Medsize
California,No,Extended,Bachelor,Employed,M,Suburban,Married,Personal,L1,Offer1,Agent,Four-Door Car,Small
Oregon,No,Basic,College,Other,M,Rural,Married,Corporate,L1,Offer1,Web,Four-Door Car,Medsize
Arizona,No,Extended,Master,Employed,F,Rural,Single,Corporate,L3,Offer2,Call Center,Four-Door Car,Medsize
Arizona,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal,L2,Offer1,Agent,Two-Door Car,Small
California,No,Extended,College,Employed,M,Rural,Married,Corporate,L1,Offer4,Agent,Four-Door Car,Medsize
Arizona,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Corporate,L3,Offer2,Call Center,Luxury,Medsize
Nevada,No,Basic,Master,Other,F,Rural,Married,Personal,L3,Offer1,Call Center,Two-Door Car,Medsize
Washington,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal,L1,Offer1,Branch,SUV,Medsize
Oregon,No,Premium,High School or Below,Employed,M,Suburban,Married,Personal,L3,Offer4,Call Center,Four-Door Car,Medsize
Arizona,No,Extended,High School or Below,Unemployed,F,Suburban,Married,Personal,L3,Offer1,Agent,Luxury,Small
Washington,No,Extended,Bachelor,Employed,F,Suburban,Married,Personal,L2,Offer2,Agent,SUV,Medsize
Oregon,No,Basic,Master,Other,M,Rural,Married,Special,L3,Offer1,Web,Two-Door Car,Medsize
Arizona,No,Premium,College,Employed,M,Suburban,Divorced,Corporate,L2,Offer1,Branch,Four-Door Car,Medsize
Arizona,No,Premium,High School or Below,Employed,F,Rural,Married,Personal,L3,Offer3,Agent,Four-Door Car,Medsize
California,No,Extended,College,Unemployed,M,Suburban,Single,Personal,L3,Offer3,Branch,Two-Door Car,Medsize
Oregon,No,Extended,High School or Below,Employed,F,Suburban,Married,Personal,L3,Offer2,Branch,Two-Door Car,Medsize
Nevada,No,Extended,College,Unemployed,M,Urban,Single,Personal,L2,Offer1,Web,Four-Door Car,Medsize
California,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Personal,L2,Offer4,Web,Two-Door Car,Medsize
Nevada,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal,L3,Offer1,Agent,Four-Door Car,Small
Washington,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal,L1,Offer1,Agent,Two-Door Car,Medsize
Washington,No,Premium,Bachelor,Employed,M,Rural,Single,Personal,L2,Offer1,Branch,Two-Door Car,Medsize
Arizona,No,Extended,High School or Below,Employed,F,Suburban,Married,Personal,L3,Offer2,Call Center,Four-Door Car,Medsize
Arizona,No,Basic,Bachelor,Employed,F,Suburban,Married,Corporate,L3,Offer1,Call Center,Four-Door Car,Medsize
California,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal,L2,Offer1,Agent,Four-Door Car,Medsize
California,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal,L1,Offer1,Agent,Luxury,Medsize
Washington,No,Basic,College,Employed,M,Urban,Married,Personal,L2,Offer2,Call Center,Four-Door Car,Large
Oregon,No,Premium,Bachelor,Employed,F,Suburban,Married,Personal,L1,Offer3,Branch,Four-Door Car,Medsize
California,No,Extended,High School or Below,Employed,M,Urban,Married,Personal,L2,Offer4,Agent,Four-Door Car,Large
Oregon,No,Extended,Master,Employed,M,Rural,Married,Personal,L3,Offer1,Branch,Luxury,Medsize
Arizona,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Corporate,L2,Offer3,Web,Four-Door Car,Small
Oregon,No,Premium,High School or Below,Other,F,Rural,Married,Personal,L2,Offer1,Call Center,Two-Door Car,Large
Arizona,No,Basic,Doctor,Employed,M,Rural,Single,Special,L2,Offer2,Branch,Four-Door Car,Medsize
California,No,Basic,College,Employed,M,Suburban,Married,Personal,L3,Offer1,Agent,SUV,Medsize
Washington,No,Basic,Bachelor,Unemployed,F,Rural,Married,Special,L2,Offer2,Branch,Four-Door Car,Medsize
Arizona,No,Basic,College,Employed,M,Suburban,Married,Personal,L1,Offer2,Branch,Four-Door Car,Small
Oregon,No,Premium,High School or Below,Unemployed,M,Suburban,Divorced,Corporate,L3,Offer3,Web,Four-Door Car,Medsize
California,No,Basic,College,Employed,M,Suburban,Married,Personal,L3,Offer2,Agent,Four-Door Car,Medsize
Nevada,No,Basic,Bachelor,Employed,M,Rural,Married,Corporate,L3,Offer4,Web,Four-Door Car,Medsize
Oregon,Yes,Basic,High School or Below,Other,M,Suburban,Married,Personal,L2,Offer1,Web,Luxury,Medsize
Washington,No,Basic,College,Employed,F,Rural,Married,Personal,L1,Offer1,Agent,SUV,Small
Oregon,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Personal,L1,Offer1,Call Center,Four-Door Car,Medsize
Washington,Yes,Basic,College,Unemployed,F,Suburban,Divorced,Corporate,L3,Offer1,Agent,SUV,Medsize
California,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Corporate,L1,Offer2,Call Center,SUV,Medsize
Oregon,No,Extended,College,Employed,M,Urban,Single,Personal,L3,Offer3,Web,SUV,Medsize
Oregon,Yes,Premium,Bachelor,Employed,F,Rural,Divorced,Personal,L3,Offer2,Agent,Four-Door Car,Medsize
California,Yes,Basic,Bachelor,Employed,F,Suburban,Married,Corporate,L2,Offer2,Call Center,Four-Door Car,Small
Oregon,No,Basic,Bachelor,Employed,M,Rural,Married,Personal,L2,Offer1,Agent,Four-Door Car,Small
Oregon,Yes,Basic,High School or Below,Employed,F,Urban,Married,Personal,L3,Offer1,Agent,SUV,Medsize
California,No,Basic,High School or Below,Employed,M,Rural,Married,Corporate,L2,Offer4,Agent,Four-Door Car,Medsize
Oregon,No,Basic,Doctor,Employed,F,Urban,Married,Personal,L3,Offer3,Call Center,SUV,Small
Oregon,No,Premium,Master,Employed,F,Suburban,Divorced,Corporate,L3,Offer1,Branch,Four-Door Car,Medsize
Oregon,No,Premium,Bachelor,Unemployed,M,Suburban,Single,Personal,L3,Offer3,Branch,SUV,Medsize
Oregon,No,Extended,College,Employed,F,Rural,Married,Corporate,L3,Offer3,Call Center,SUV,Medsize
California,No,Extended,Bachelor,Employed,F,Suburban,Married,Personal,L3,Offer2,Agent,Two-Door Car,Small
California,No,Extended,Bachelor,Employed,F,Suburban,Single,Personal,L2,Offer3,Call Center,SUV,Medsize
California,Yes,Basic,Master,Employed,F,Rural,Married,Personal,L3,Offer2,Web,Four-Door Car,Large
Arizona,No,Basic,College,Employed,F,Rural,Married,Corporate,L3,Offer4,Agent,SUV,Small
Arizona,Yes,Basic,Doctor,Employed,F,Urban,Married,Personal,L1,Offer2,Branch,Four-Door Car,Medsize
Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Corporate,L3,Offer1,Branch,Four-Door Car,Medsize
California,No,Basic,College,Unemployed,F,Suburban,Single,Personal,L2,Offer2,Call Center,Four-Door Car,Medsize
California,No,Extended,Bachelor,Employed,M,Suburban,Married,Personal,L2,Offer4,Branch,Four-Door Car,Medsize
California,Yes,Basic,College,Unemployed,M,Suburban,Married,Personal,L3,Offer1,Branch,SUV,Medsize
Nevada,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal,L2,Offer2,Web,Four-Door Car,Small
Nevada,No,Basic,Bachelor,Employed,F,Rural,Married,Corporate,L1,Offer2,Web,Four-Door Car,Medsize
Oregon,No,Basic,College,Employed,F,Urban,Divorced,Personal,L2,Offer2,Agent,Four-Door Car,Medsize
California,No,Extended,Bachelor,Employed,M,Suburban,Single,Personal,L1,Offer1,Call Center,Two-Door Car,Medsize
California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal,L3,Offer2,Agent,Four-Door Car,Medsize
California,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Corporate,L1,Offer3,Web,SUV,Medsize
California,No,Basic,College,Employed,F,Suburban,Divorced,Personal,L1,Offer1,Agent,Two-Door Car,Medsize
Oregon,No,Extended,High School or Below,Unemployed,M,Suburban,Married,Personal,L1,Offer4,Call Center,Four-Door Car,Medsize
Arizona,No,Basic,College,Employed,F,Suburban,Married,Personal,L2,Offer1,Call Center,Four-Door Car,Small
Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal,L3,Offer1,Call Center,Two-Door Car,Medsize
California,No,Basic,College,Employed,M,Suburban,Married,Personal,L2,Offer1,Agent,Four-Door Car,Large
California,No,Basic,Bachelor,Employed,M,Rural,Married,Corporate,L2,Offer4,Call Center,Four-Door Car,Medsize
Arizona,No,Basic,Bachelor,Unemployed,F,Rural,Married,Personal,L2,Offer1,Web,Four-Door Car,Medsize
California,No,Extended,College,Employed,M,Rural,Married,Personal,L1,Offer4,Branch,Two-Door Car,Medsize
California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal,L1,Offer3,Branch,SUV,Medsize
California,No,Premium,High School or Below,Employed,M,Suburban,Married,Personal,L3,Offer4,Call Center,SUV,Small
Oregon,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal,L3,Offer1,Branch,Four-Door Car,Medsize
California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal,L3,Offer2,Web,Four-Door Car,Medsize
California,Yes,Basic,High School or Below,Employed,F,Suburban,Single,Personal,L3,Offer2,Call Center,Four-Door Car,Medsize
Nevada,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal,L1,Offer2,Branch,Four-Door Car,Large
Oregon,No,Basic,High School or Below,Other,M,Suburban,Married,Personal,L1,Offer1,Agent,Four-Door Car,Medsize
Washington,No,Basic,Master,Other,M,Urban,Divorced,Personal,L3,Offer4,Web,Four-Door Car,Medsize
Nevada,No,Extended,Bachelor,Employed,F,Rural,Married,Personal,L3,Offer1,Call Center,Four-Door Car,Medsize
Oregon,No,Extended,College,Employed,F,Suburban,Married,Corporate,L2,Offer4,Agent,Four-Door Car,Medsize
California,No,Premium,College,Other,F,Rural,Married,Personal,L3,Offer1,Agent,Four-Door Car,Medsize
Arizona,No,Basic,College,Employed,F,Urban,Married,Corporate,L3,Offer2,Branch,Four-Door Car,Medsize
California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Corporate,L3,Offer1,Call Center,Four-Door Car,Small
Washington,No,Basic,Master,Employed,F,Rural,Married,Personal,L3,Offer2,Web,Two-Door Car,Medsize
Washington,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Personal,L3,Offer4,Branch,Four-Door Car,Large
California,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal,L3,Offer2,Branch,Two-Door Car,Small
Oregon,No,Basic,Master,Employed,F,Urban,Divorced,Personal,L2,Offer2,Branch,SUV,Medsize
California,No,Premium,High School or Below,Unemployed,F,Suburban,Single,Personal,L3,Offer1,Agent,SUV,Medsize
Nevada,No,Basic,College,Employed,F,Suburban,Single,Personal,L2,Offer1,Agent,Four-Door Car,Medsize
California,No,Basic,Doctor,Employed,M,Suburban,Married,Personal,L3,Offer4,Call Center,Four-Door Car,Small
Nevada,No,Basic,College,Unemployed,M,Suburban,Single,Personal,L1,Offer3,Call Center,Four-Door Car,Medsize
Arizona,Yes,Extended,Bachelor,Unemployed,F,Suburban,Married,Personal,L1,Offer2,Agent,Four-Door Car,Small
California,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal,L2,Offer2,Agent,Luxury,Large
Oregon,Yes,Basic,Bachelor,Other,M,Suburban,Single,Personal,L2,Offer1,Agent,Four-Door Car,Medsize
California,No,Basic,High School or Below,Other,M,Suburban,Married,Special,L3,Offer1,Branch,Four-Door Car,Large
Arizona,No,Extended,Bachelor,Employed,M,Suburban,Divorced,Corporate,L2,Offer1,Call Center,Four-Door Car,Small
California,No,Premium,College,Employed,F,Urban,Single,Personal,L3,Offer2,Call Center,SUV,Small
California,Yes,Basic,College,Other,F,Suburban,Married,Corporate,L3,Offer2,Call Center,Four-Door Car,Medsize
Oregon,No,Basic,Bachelor,Employed,F,Rural,Married,Personal,L3,Offer2,Web,Four-Door Car,Medsize
Oregon,Yes,Extended,Master,Employed,F,Rural,Married,Corporate,L2,Offer1,Branch,Four-Door Car,Large
California,Yes,Basic,Bachelor,Employed,M,Suburban,Married,Personal,L1,Offer2,Call Center,Two-Door Car,Medsize
California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal,L1,Offer1,Branch,Luxury,Medsize
Arizona,No,Basic,Bachelor,Other,M,Suburban,Single,Corporate,L3,Offer1,Agent,Four-Door Car,Medsize
California,Yes,Basic,Bachelor,Employed,F,Suburban,Divorced,Personal,L3,Offer1,Web,SUV,Medsize
Oregon,No,Basic,Master,Employed,F,Rural,Married,Personal,L3,Offer2,Branch,Two-Door Car,Medsize
Arizona,No,Extended,College,Employed,M,Rural,Married,Special,L3,Offer1,Agent,SUV,Small
California,No,Basic,High School or Below,Other,F,Suburban,Married,Personal,L2,Offer4,Web,SUV,Medsize
California,No,Premium,Bachelor,Employed,F,Suburban,Married,Personal,L2,Offer4,Branch,SUV,Medsize
Nevada,No,Basic,High School or Below,Other,F,Suburban,Single,Personal,L3,Offer2,Agent,Two-Door Car,Medsize
California,Yes,Extended,College,Employed,F,Suburban,Divorced,Corporate,L3,Offer1,Branch,Four-Door Car,Medsize
Arizona,No,Extended,College,Employed,M,Urban,Married,Personal,L1,Offer2,Call Center,Four-Door Car,Medsize
Arizona,Yes,Basic,Bachelor,Employed,F,Urban,Married,Special,L3,Offer2,Agent,Four-Door Car,Medsize
Washington,No,Basic,College,Employed,F,Suburban,Married,Personal,L2,Offer2,Web,Two-Door Car,Medsize
Arizona,No,Basic,College,Employed,F,Suburban,Married,Personal,L3,Offer4,Call Center,SUV,Small
Washington,No,Premium,Doctor,Employed,M,Suburban,Married,Personal,L2,Offer1,Call Center,Two-Door Car,Small
Oregon,No,Basic,College,Employed,F,Suburban,Single,Personal,L3,Offer3,Agent,SUV,Medsize
Washington,No,Basic,High School or Below,Employed,F,Urban,Married,Corporate,L2,Offer1,Branch,Two-Door Car,Medsize
Oregon,No,Extended,Bachelor,Other,M,Urban,Single,Personal,L2,Offer1,Branch,Four-Door Car,Medsize
California,Yes,Basic,College,Other,M,Suburban,Married,Personal,L3,Offer2,Agent,Luxury,Medsize
California,No,Basic,Master,Employed,F,Rural,Single,Personal,L2,Offer2,Branch,Four-Door Car,Medsize
California,No,Basic,Master,Employed,M,Urban,Married,Personal,L1,Offer2,Branch,Four-Door Car,Medsize
California,No,Basic,Bachelor,Employed,M,Rural,Married,Corporate,L3,Offer2,Agent,Four-Door Car,Large
California,No,Extended,College,Unemployed,F,Suburban,Single,Personal,L1,Offer1,Agent,Four-Door Car,Small
Nevada,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal,L2,Offer1,Agent,Two-Door Car,Medsize
Washington,No,Premium,Bachelor,Employed,F,Rural,Divorced,Corporate,L1,Offer1,Call Center,Four-Door Car,Medsize
Oregon,No,Extended,High School or Below,Employed,M,Suburban,Divorced,Corporate,L3,Offer3,Agent,Four-Door Car,Medsize
Oregon,No,Basic,Bachelor,Employed,M,Rural,Single,Personal,L2,Offer3,Agent,Two-Door Car,Small
Arizona,No,Basic,Bachelor,Employed,F,Urban,Married,Corporate,L3,Offer1,Agent,SUV,Small
Nevada,Yes,Premium,High School or Below,Employed,F,Suburban,Single,Personal,L1,Offer1,Agent,Four-Door Car,Medsize
Oregon,No,Basic,High School or Below,Employed,M,Suburban,Divorced,Personal,L3,Offer4,Agent,Four-Door Car,Medsize
Washington,Yes,Basic,Bachelor,Employed,M,Suburban,Divorced,Personal,L3,Offer1,Agent,Four-Door Car,Medsize
Washington,No,Extended,Bachelor,Other,F,Suburban,Divorced,Corporate,L2,Offer1,Branch,SUV,Medsize
Oregon,No,Extended,College,Unemployed,M,Suburban,Single,Special,L1,Offer1,Web,Four-Door Car,Medsize
Arizona,No,Basic,College,Unemployed,F,Suburban,Single,Personal,L2,Offer4,Call Center,Four-Door Car,Medsize
Nevada,No,Extended,Bachelor,Employed,F,Rural,Married,Personal,L3,Offer1,Agent,Luxury,Small
California,No,Extended,High School or Below,Employed,F,Rural,Married,Personal,L3,Offer3,Call Center,SUV,Medsize
Oregon,No,Basic,High School or Below,Employed,M,Rural,Single,Corporate,L3,Offer2,Web,Four-Door Car,Medsize
California,No,Basic,Master,Unemployed,F,Suburban,Married,Personal,L3,Offer1,Call Center,Luxury,Large
Arizona,Yes,Basic,High School or Below,Employed,F,Suburban,Married,Personal,L1,Offer2,Agent,Luxury,Medsize
California,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal,L1,Offer3,Agent,Luxury,Large
Oregon,No,Premium,College,Employed,M,Urban,Married,Personal,L3,Offer3,Call Center,SUV,Medsize
California,No,Basic,College,Employed,F,Urban,Married,Personal,L3,Offer1,Agent,Four-Door Car,Medsize
Oregon,No,Basic,Master,Employed,F,Suburban,Married,Corporate,L2,Offer4,Branch,Four-Door Car,Medsize
California,No,Basic,High School or Below,Unemployed,F,Suburban,Divorced,Personal,L3,Offer3,Branch,Two-Door Car,Medsize
Arizona,Yes,Extended,College,Other,F,Suburban,Divorced,Personal,L2,Offer1,Branch,Four-Door Car,Medsize
Oregon,No,Basic,College,Unemployed,F,Suburban,Single,Special,L1,Offer1,Agent,Luxury,Medsize
Washington,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal,L1,Offer1,Call Center,Four-Door Car,Medsize
Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Corporate,L2,Offer1,Call Center,Four-Door Car,Medsize
Nevada,No,Basic,College,Other,M,Suburban,Married,Personal,L1,Offer2,Web,Luxury,Large
Oregon,No,Basic,Master,Employed,M,Suburban,Married,Personal,L3,Offer4,Agent,SUV,Medsize
Oregon,No,Extended,College,Unemployed,M,Suburban,Married,Personal,L2,Offer2,Agent,Luxury,Medsize
Oregon,No,Basic,College,Employed,F,Suburban,Married,Personal,L3,Offer3,Agent,Four-Door Car,Small
Arizona,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal,L3,Offer1,Agent,Luxury,Small
Oregon,No,Basic,College,Employed,F,Rural,Married,Personal,L2,Offer3,Branch,Two-Door Car,Medsize
Oregon,No,Premium,High School or Below,Unemployed,F,Suburban,Married,Personal,L2,Offer3,Agent,Four-Door Car,Medsize
California,No,Extended,Bachelor,Employed,M,Rural,Married,Personal,L3,Offer1,Call Center,Luxury,Small
Arizona,No,Extended,Master,Employed,F,Urban,Married,Personal,L3,Offer2,Branch,SUV,Medsize
Oregon,No,Basic,Master,Employed,M,Urban,Married,Personal,L1,Offer4,Agent,Two-Door Car,Medsize
Oregon,Yes,Extended,High School or Below,Other,M,Suburban,Divorced,Corporate,L3,Offer2,Agent,SUV,Medsize
Oregon,No,Premium,High School or Below,Employed,M,Suburban,Married,Corporate,L1,Offer1,Agent,SUV,Medsize
Washington,No,Basic,College,Unemployed,M,Suburban,Married,Personal,L2,Offer2,Call Center,Two-Door Car,Large
Washington,No,Basic,College,Employed,F,Suburban,Single,Personal,L1,Offer1,Branch,Two-Door Car,Medsize
California,Yes,Premium,College,Employed,M,Suburban,Married,Personal,L1,Offer2,Branch,Four-Door Car,Medsize
Oregon,No,Extended,Master,Employed,F,Suburban,Single,Corporate,L3,Offer2,Agent,Luxury,Medsize
Washington,Yes,Extended,Bachelor,Employed,F,Suburban,Single,Corporate,L2,Offer2,Agent,SUV,Medsize
California,No,Basic,Doctor,Unemployed,M,Suburban,Married,Personal,L3,Offer1,Branch,Luxury,Large
